48	Oddly enough, it could be the color of their fur. A study has shown that darker color cats are more likely to induce an allergic reaction: While the reason is unclear, researchers at Long Island College Hospital in New York speculate that darker cats may produce more of an allergen called fel d 1 in their skin and saliva than do lighter colored felines. A study of 321 patients found that those who owned dark-colored cats were up to four times more likely than those with light-colored cats or no feline friends to suffer moderate or severe allergy symptoms, according to a report to be published in the Annals of Allergy, Asthma and Immunology. Then again, as is often the case with science, another study has reportedly found the exact opposite result. There is a study titled Fel d 1 levels in domestic living rooms are not related to cat color or hair length, but I cannot find details of the actual study (possibly due to the current government shutdown). It is possible that the previous study may have simply been too small, and insufficiently randomized, as the cohort was only 321 patients. According to yet another study, it is also possible that male cats may produce more fel d 1 than female cats, and intact males may produce more than neutered males. In any case, fel d 1 levels do seem to be the most likely culprit. Since the hormone is secreted in saliva and from the sebaceous glands, it is most abundantly produced during grooming. To mitigate your friend's exposure, you can try to keep him away from areas where the cats are most likely to groom themselves.
49	Among the things harmful to cats, the American Humane Association states the following: Cats tend to be attracted to unusual flavors, so keep them away from calamine lotion, diaper rash ointments, sunblock and analgesic ointments. These products contain an acid related to those in aspirin and will prove toxic if ingested. The ASPCA Animal Poison Control Center also says that: We would not expect to see problems as a result of your cats coming into contact with your hands after you've applied non-medicated lotion. Should they happen to ingest a small amount of this lotion, it could potentially have a bit of a laxative effect, and may cause stomach upset. However, we would not anticipate systemic or life-threatening problems. So in general, if it is a non-medicated lotion, you should be safe. It's not something the cat should likely get a lot of, but if they are just licking your skin after you have applied it and it has soaked into your skin, the cat should be okay. However, if the cat suddenly appears to be ill after licking the lotion, taking proper steps to ensure its safety and health are always top priority, of course!
50	My cat does a similar thing, except his curls some instead of being flat over his back. According to my vet, this sort of thing, where the tail rests on their back, is a genetic mutation that some cats have. It isn't painful and doesn't cause them any harm, it is just a difference in how their tail rests on their body. Most cats cannot pull their tail over themselves in that particular way, as their body structure prevents it, but your cat (and mine, and many others) were just born with a mutation that allows them to do this.
51	Your cats are still closer to kitten than to true adult and they want to hunt and pounce for practice. Strings make convenient and easy to grasp, in their jaw, targets and the toys probably helped to demonstrate that. Worse yet, for the hunt and pounce activity, is that moving laces are even more of a challenge for cats looking for fun and practice. So, my experience with cats suggests that you've now established that idea with them and that's a habit that's going to be hard to break, but they'll probably ultimately outgrow it as they get more interested in someone else hunting for them... you. :D
52	I found a stray puppy some months back at the gate to my home and she was covered with fleas and cuts. She kept biting herself and would also wimper in pain. You could see the fleas in her fur, they were huge. First, I got a small empty aerosol bottle with a spray nozzle and bought a small bag of flea powder (the generic stuff you can get at any store, nothing special). I mixed this with luke-warm water and sprayed her with it for until she was fully doused. About a half-hour later she was fast asleep and when she woke up I noticed she wasn't scratching as much or gnawing at her ankles or rear end as much. The next day I got some flea shampoo and soaped her up, careful to avoid her eyes and mouth and held her in a bath of warm water for about a minute or so before rinsing and drying her off in a towel. Note: It is important that you shampoo the head thoroughly especially around the eyes and ears as fleas tend to migrate to those areas when exposed to water and this can be very painful for the animal being treated. I didn't see her scratching out of the ordinary after that. Within a month, her fur had smoothed out and she had a healthy coat again also sans the wounds she had previously. I also tend to dust around her kennel every now and then with the same generic flea powder and make sure it is swept and kept clean. Shampooing or spraying a larger or friskier animal might not be so easy and I have never tried this on any other pet I have but I can say without a doubt that it worked. Also, I had never brought her into the house prior to the treatment so no specific advice on that except to perhaps dust corners and gaps in your house, disinfect areas the animals frequent and perhaps also vacuum.
53	I think she misses you. Dogs are pack animals and you're part of her pack. When you leave, she has effectively been separated from her pack and that can be very distressing. One way to address that is to add to the pack, another dog, but if you can't do that, then another animal (surprisingly, even a cat) may give her that sense that she's not alone enough for her to stop. I don't think, without that pack substitute, you're going to have a huge amount of luck working her out of it.
54	You should consider adding some natural pH reducing element. Adding drift woods, indian almond or oak leaves will slowly leach tannins, which in turn will reduce the pH. If you have a planted tank, you can start injecting CO2 which will also lower the pH. Another option is to filter the water through peat moss or commercially available peat granules.
55	I have kept all kinds of tetras: cardinal tetras; rummy-nose tetras; balloon red eye tetras; penguin tetras with neons; black neons without any problem. Apart from the tetra species, you can keep harlequin rasboras, nerite snails and Amano shrimps as well.
56	When determining the capacity of an aquarium, it is common to look at total fish length rather than number of fish. The idea is that bigger fish need more room. The rule-of-thumb I've always used for freshwater tropical fish is 1 inch of fish length per gallon of water (or about 25 mm of fish length per 4 liters). However, this can vary greatly based on the species of fish. Some fish need more room than others.
57	There is no general rule of thumb and it depends on the fish you plan to keep. Some fish can live in small volume of water while some need larger roaming areas. For example: Oscars/Flowerhorns require at-least 40 gallons per adult/semi-adult fish while African Cichlids are suggested to keep in a dense pack to reduce their aggression. As for tropical fishes (guppies, tetras etc), you should aim for a gallon of water per inch of fish.
58	If the algae is brown in color (diatom), has already settled and is hard; magnetic cleaners or algae-eating species wont be of much help. You can wrap a small piece of cloth around your hand and simply rub it off. You can also use an old toothbrush. Once the algae is off the glass, you can then use a magnetic cleaner or introduce algae-eating species as a maintenance/cleaning crew.
59	Other than avoidance, there may be a few things you can do. One thing that is sometimes recommended is oatmeal, similar to how it is recommended to relieve itching for humans with chicken pox. Grind it to a fine powder, and if the dog allows it, either soak the animal in water mixed with the oatmeal, or rub the animal down (gently!) with a damp cloth and some of the oatmeal.
60	After meals, I take my dog to a particular place, somewhere near a field in my house. I say to him in my mother tongue for him to poo. As you all know, pets follow reflex actions, after somedays practice he will understand what you want him to do. But sometimes, I also observe rather than you picking an appropriate place for him, he will choose one himself, which is most likely you would find appropriate too. In day 1 , if he poos somewhere you think okay, take him to that place on day 2 too and say him to poo and try not to let him someplace else go. If he poos, 99% sure he will mark that place and from day 3 he will take you himself there. Also, praise and appreciate your dog when he poos. Give him rewards, that way, he would better understand you. Best of luck :-)
61	You can't expect your pet to keep mum if you are not with him. Solutions: Get the dog someone to give him company. When there is no one at home, you can consider leaving him at some neighbors home awhile. You can request somebody to look after him while everybody has gone from your house. You can provide him something to play with. This is not very effective in every cases. But in 50% cases, it would work. Give a bone toy or a ball to chew with. My own dog likes to play with them and we got rid of the barking problem. Dogs do not like being locked. Just letting him be may work.
62	Frankly speaking in my experience, you can't really discourage your dog to not drink from the stream you mentioned. I see and I don't know exactly why but dogs like drinking from foul places. We tried to resist our dog and even tried to reward him if he drinks from the vet meant for him but really, this is one case where we could not really discourage him. However if you talk about health, we haven't found a clue which tells us that he felt ill for that. So if the source of water is clean, there is nothing to panic about. However, which owner does not want his dog to be distant from foul places? In that case, I would suggest taking physical measures (such as boundary or fence in your garden) to resist him from going there.
63	Rabbits are generally very cautious by nature, and when startled can leave a trail of droppings involuntarily. These are usually dry and easy (although understandably inconvenient) to clean up. It may be the case, that since these new areas are "unfamiliar territory" your rabbit is possibly getting spooked when its exploring. If possible monitor the situation and see if it improves with time. Alternatively, it may be attempting to mark its territory. While this is cute when they "chin" objects, droppings are less fun. However, again over time, when given the opportunity to feel at home in an area this behaviour should disappear. Likewise, try and slowly introduce areas to your rabbit. Set up gates so they can only explore smaller areas and retreat to safety easily.
64	I have had very good luck with two different obese cats using a Tiger Diner cat bowl. They have to work for their food, so they eat more slowly and feel like they are eating more, one of my cats started actually leaving food when using the Tiger Diner. The various food balls and feeder toys are also good. One of the obese cats I've dealt with is also very nervous about food. One thing that helps is to put part of her dry food in one of the timed 'vacation' feeders. She knows that there is food in it and trusts that she will get it eventually but can't eat it right now. This allows her to relax and not stress about getting food. Although it did not work for us, my vet recommended making a broth of water and wet food and offering that in addition to or instead of water. This has the benefit of getting more water into your cat (most cats don't drink enough water) and makes them think they are getting food without a lot of calories. If you can do so without making your overweight cat too nervous, feeding the timid cat in a place too small for the other cats might be helpful as well.
65	She is probably lonely. Also, she wants to protect the territory - and since the rest of her pack is away, she must do so herself. In addition to the great suggestions by @Mistu4u, you could make a recording of your own voice, and have that play while you're gone. 4 or 5 hours might be a bit long, but for shorter periods of time this could work. (I'd prefer to try @Mistu4u's suggestions first though). If the dog can't be brought to the neighbours, they can still help - if the dog can hear them and they can hear the dog, they can talk to her to comfort her.
66	(Here is what the animal rescue service explained, asked them when they picked him up). The bird is scared and nervous now. If you give him food or water, he may eat or drink too excitedly, and he can choke on that. You can give him a little water, but be sure that it is just a little, not enough for him to choke on.
67	Most fruit tree wood (I have heard mixed reviews on Cherry wood, so I avoid it) is both extra tasty to rabbits and healthy for them to chew on. You could have a special chew stick or branch that (once it has been introduced as a special yummy treat) only comes out when the guests do. You might start with it further away from guests and then move it closer as bunny relaxes more. The weight of fruit at harvest usually brings down some branches and winter is pruning time for fruit trees, so now is a good time to line up some wood to collect.
68	It can can bring about a change behavior, but in our Collie-cross' case, it hasn't changed his behavior one bit (apart from not cocking his leg). I guess the optimum age really depends on each individual case. In any case, the minimum age you can desex a male dog is 8 weeks. Most vets will recommend waiting until at least 6 months.
69	To be honest, this just sounds like normal puppy behavior. They have limitless energy, much more than any of us I'd bet. Our collie-cross had the same issues (still does to some extent, if we let him away with it, at 10 months). There are loads of things you can try, but unfortunately there will be no magic one-stop calming device: Get him used to people. Bring friends round, bring him to puppy classes. If humans and attention are what excites him, more interaction may take the sting out of the hyperactivity after a while. This however is a slow process and will take some time. Try find a toy which occupies him. I found it difficult to find toys suitable for puppies which my dog was interested in, but you might have better luck. Sounds like you're definitely exercising him enough. Try putting him in his part of your flat when you come back from a walk. Let him calm down. Then once he's calm, bring him in and ignore him. I'll bet eventually he will fall asleep The most important thing to remember is that as long as you socialize & exercise him, eventually he will calm down, it'll just take time.
70	This is a tricky problem, most pet owners face. I have not been able to eradicate fleas entirely, without the use of some man-made chemical, but have found many natural solutions to use on my pets for most of the time. To combat fleas, one has to treat the entire environment of the pets and all the pets that can carry fleas. I do this annually, at the beginning of the flea season (warming weather). This process requires a whole day of good weather, and can be done over a weekend, but I recommend doing it concurrently, so as not to give fleas a hidey hole to wait in. Treating the pets: Each pet needs to be bathed individually. I have using chemicals on them, and do not like topical additives to the skin or food. Depending on the sensitivity of the pet's skin I vary this regime. Using warm water and I like the laundry tub for smaller animals as there is plenty of access to fresh water to thoroughly rinse. It is important to thoroughly wet the pet all over, as fleas will climb to an animals head, if it is submersed in water. If fleas are the only issue, I bath in a variety of solutions: If dirt is also an issue: A eucalyptus woolmix (for washing woolen clothing), which needs to be thoroughly rinsed off. The eucalyptus acts as a natural flea deterrent. For sensitive skin a mixture of oats and warm water or other remedies. The flea mixture: After any premix has been thoroughly rinsed I use a combination of the following, I don't give a definitive combination, as it depends on the animals skin and sensitivity and so this is something that becomes a bit of trial and error and finding the optimal mix for each individual pet. - tea tree oil - eucalyptus oil - lavender oil I keep all these three oils in continuous stock in my home, as they are very useful and all act as deterrents to fleas, especially the tea tree. To make the mixture with the oils, if using an 8 litre bucket, I would add a little less than half a capful of lavender, a half capful of eucalyptus and one or two capfuls of tea tree. I then saturate the entire pet with a washer, including between toes, groin area, around eyes and ears (being careful not to get the solution in the eyes or ears. and allow this to dry on the pet. I do not allow them to go and roll in the dirt. I tie them up in the sun for a short while. I find it's better not to towel dry. This can be done throughout the flea season, as often as weekly but I would recommend reducing the levels of oils in the solution for subsequent frequent washes, to avoid skin irritation. Tea tree can be used in stronger mixtures to spot kill fleas. You just need to keep and eye on your pets skin. A stronger mixture of tea tree, 50:50 with water (which is also expensive) can be used on pets with flea infestations. It is not advisable to let the solution stay on the pet fro more than 20 minutes, but to rinse it off, to avoid skin irritation. Treating the Environment: Unfortunately when treating the environment, I have not found a non-chemical solution, but have been using this same regime for some decades now. Internal environment: I take a warm day when I know the pets can be safely left outside after their treatment, whilst the inside is treated. When the weather warms and the first flea jumps and bites from the environment. All carpets and bedding need to be vacuumed and/ or washed. Not just pet beds and bedding, but blankets and bedding of children and adult beds, lounges if the pets are part of the family and sleep on these things. The pets and humans need to be removed from the house and I use flea bombs. I ensure that I use enough to cover the entire house, and place them up high in strategic positions so the gas will diffuse into all the rooms. I do this for any vehicles the pets travel in. Vehicle need to be bombed so that any portals between boots and cabin can be opened and the bomb can infuse the entire vehicle. A car requires a longer time to air after using a flea bomb and needs a safe place that all doors and windows can be left open for some hours. External Environment: I use a tough chemical on all concrete and paved surfaces around the house. Any basic flea mixture for surfaces can be mixed with warm water, as per directions and left to dry. When the area has a flea plague, fleas will be in the grass and there is not much that can be done to prevent this, except to try and keep pets indoors and let them run in off leash areas that are not plagued, weather the warmer months and hope the next season is better.
71	I am not an expert, just happened to have lived the same thing a couple of months ago. Your dog needs to have a spot for himself, a basket or something similar, where you can send him. This should never be used as a punishment but a place for him to "hang out". Once the order of "go to your basket" is learnt, it will be a lot easier for you to help your dog calm down. Chances are that, at 8 weeks old, his mom did not get all the time to teach him to return to calm. If your doggy wants to play it is a good sign! But make sure you are the one initiating all the play times. If he comes to you with a toy or just try to get your attention, ignore him, or even a "no" might be in order if he insists and 5 minutes later go play with him. This way you will be the one who controls, and you will teach your dog that bugging you to play is useless. It is also normal that your dog sleeps while you are not around. As most animals, when their needs are fulfilled and no other stimulant is around, they are recovering or saving energy to be ready if something happens. Don't forget dogs used to live in the wild :) Personally, I have found out that making him use his brain during playtime was a good way to make him learn, learn about him and tire him down somewhat quicker. My dog is now usually feeding off a plastic milk bottle (could be soda bottle, but the opening might be a bit too small), he cannot use his teeth on it at all. He has to bump it with his nose or use his paws to get some food out. I also mixed sit and a couple other orders during our games and he learnt a lot faster than when we tried with treats. Refs: Own personal experience, doggy is now 9 months old, still has as much energy but he knows (and us too now) to control it. A personal trainer was of big help to us too, most of what I stated is suggestions she made that we followed. Good luck, may the patience be with you
72	I am not sure about optimal age... But I know that even at 8 years old, dogs still may show a change of behaviour. Just to add to your thoughts, mine is 9 months old, it has been 1 month since the operation and he changed to all what people lead us to expect. He was very dominating, and if we refused him something he would let us know (We mainly invited that to happen in the first place as we did not know how to take care of a dog). Now he is still protecting the house but is very gentle with us. Some say the younger the better, and that 5-6 month is best, but we wanted to wait for him to "man up" a bit first... Don't know if it changed anything. Other question to ask yourself, is it a working dog? I doubt you'd desex a guard dog for instance.
73	People here has answered very well but if nothing helps then barking control collars can help as a last resort. I know its little rude to your pet but giving pet a company doesn't always helps and sometimes building/neighbor restriction can force you to do so with your pet. My sister Labrador also constantly barks when he is alone, even in presence of her second dog French mastiff. We didn't used the collars but there are some collars in market which doesn't give electric shock but just vibrate on barking which are less effective then electric collars but it doesn't harm the pet.
74	There's an answer to this on Cesar Millan's website from a vet. In short, some studies have shown a link between neutering a dog before 14 months of age and cancer/joint problems and other studies show benefits in early neutering. Edit: Here are a few more articles from the same website on spraying and neutering.
75	Okay, first I want to admit that I do not know if a general behavioral problem exists with French Mastiffs or not. But the problem you shared with us is kind of a "respect issue" i.e. when a dog does not show enough love/respect for another person in the house. How can you get through this? I would like to share with you from my own experience. Our German Shepherd dog Alex was brought to our house by my elder brother. As I had no experience in raising a dog earlier, my brother took the responsibility of raising him. But for work reasons, he had to go someplace else distant from our house. So I did all taking care of Alex during his absence. But whenever my brother used to return, he surely liked him more than me even if my brother stayed in our house for two weeks. So I thought to take some measures and discussing with my brother, who was ready to give the leadership to me, I took the following steps in order to get Alex's respect, love and attention. 1)Dogs follow one leader- It is not like the dog does not love you. Dogs love everybody in the family equally. It's that it's only in their nature, like any other animal, they tend to follow one particular leader. So one has to be the leader for his pet dog in order to get his full respect, love and attention. 2)Be the Leader and Take the Responsibilities- If you want to be the leader, take responsibility for him. You can't be a leader unless you look after him properly. The responsibilities include: a)Take the dog for outing for physical training b)Feeding, bathing, taking out for toilet, playing with him etc. c)Passing quality time with the pet et al. 3)Possess the quality of a Leader- It's in animals' nature to request permission or greet his proprietor. When you are the leader, you should act like one. For example, you should not greet your dog when you enter a room; you can pat him a little, look at him, touch him softly etc. but don't go for playing and fooling around with him when you are really busy. The dog can disturb you to get your attention like barking, playing near your body, etc. Make a strict eye-contact with him. He will understand your attitude and eventually leave the room. This way you can garner the respect of a leader in your dog's mentality. But DON'T EVER PUNISH HIM PHYSICALLY. It won't do any good. 4)Spend a lot time with him- This is a very basic principle in raising a pet. If you spend a lot of time with the pet, they start loving you. That's how the man who takes care of the pet gets more attention than the others. Make sure you follow these steps carefully. Hopefully you would notice a change in the pet for you.
76	Parrots will mimic the bird sounds they hear around them. The key to training a parrot to talk , is having the parrot in isolation from other birds. It is also vital to not have a mirror in the bird's cage, as the parrot will talk to itself, thinking it is another bird. Teaching a bird to talk requires patience and a lot of repetition. I have taught budgerigars to talk (in my youth, when I had time and patience). It requires repeating the same word or sound or phrase over and over, as often as possible to the bird; preferably looking at the bird within arms reach. It is a good idea to start out with a single word; so as you can get a quicker result, this is to encourage you to keep persisting, as the more complex the arrangement of sounds the longer it will take the bird to catch it. There are some interesting (and sad) cases of the Australian lyrebird imitating the sounds of chainsaws that are used to destroy native bush land.
77	It's not necessity to shoe a horse. In your case, I don't see a reason to shoe your horse. Shoeing is done when the horse is used for racing purpose or the horse is to be used on places where it is filled with stones and sands. You wrote your horses don't run on rough lands. Again, shoeing can give birth to infections around the nails often. Sometimes shoes can cause numbness in the long run at the exterior parts of a leg. Besides, it is a well known fact that shoes can create blood-flow problems in the shod places. So, I would suggest, avoid shoeing unless it's really necessary.
78	Ideally, you should start socialising a puppy in 3-17 weeks. But practically one can't do so. I, personally gave my puppy time to be adjusted to our house as well as our surrounding environment. Now you can start socializing him by the following steps: Use a collar to get a hold of your puppy and take him for outing. Make him accustomed to the paths, streets and the locality around your house. IMO it wouldn't be a good idea to let him introduce with a new dog on the very first day. He can get mixed up with all the new things. Keep your puppy out of children if he does not like them. Don't meet with unknown strange dogs. You can meet with a person of your acquaintance and invite him to meet with you in a field with his dog. When they both meet, 100% sure both of them will bark each other or the older one will bark at the younger one. If it is your dog who is barking, make him stop. If he does so, reward him. If the other dog also stops, let the two meet and sniff each other. If all goes well, they might play with each-other (Highly unlikely it would happen on the very first day.) Keep them meeting. If they don't stop barking at each other or lounge, leave the place and choose another dog the next day.
79	The wikipedia article on wing clipping is quite extensive. Not to be confused with pinioning - the removal of a joint on the birds wing. Advocates note that a properly done clip only trims the feathers and not the wings themselves, and is painless and temporary, lasting only until the next molt. The article also notes that you should clip feathers on each side equally so that the bird can keep its balance when it falls.
80	Puppies should be socialized as early as possible. A neat thing about puppies is that, when they are younger than roughly 5 months, most other dogs will tolerate a lot more of the behavior which characterizes puppies (overly excited and playful, sometimes rude). This is because dogs tend to sexually mature around 5-6 months. If you know of other dogs who are older, and who are well-adjusted and you trust them, I would let your dog just be herself around the older ones. The older dogs will correct your puppy if it does something rude or out-of-line, and your pup will "naturally" learn what is and isn't acceptable behavior. If you don't have access to older dogs like that, a dog park isn't a bad place to start. But beware that people tend to bring their dogs to dog parks without fully knowing how their dog will react. Just a few weeks ago, a friend's 8-month-old pup was viciously attacked by a 2-year-old dog, and the owner's comment was "we're trying to socialize him". In order for your puppy to grow up to be adept at socialization - both with dogs and humans - it is crucial to expose her as a young pup to many different dogs and humans, in many different situations. Doing so every day isn't out of the ordinary. And as always (especially with puppies), set your dog up for success: don't put her in dangerous situations, or in unknown environments with too many strangers at once. Simply start slow, keep things interesting and fun, and be sure to work on socialization early and often.
81	The only estimate I keep hearing on this topic is to feed fish as much as they can eat in about five minutes. As long as the fish eat nearly everything of the food it wasn't too much. I suggest to use floating food. It makes it far easier to keep track if everything is eaten and you train your fish to search for food on the top of the pond so they are visible more often. It is hard to estimate the amount of insects that are eaten by your fish. I simply would adjust the amount by above guideline. The biggest problem with overfeeding seems to be massive growth of algae, at least I have never heard of problems with obese goldfish.
82	Treats can be a very important part of training your bunny. Like many pets, bunnies can be motivated by attention and/or food rewards, so using treats can be a great training device. Any high-sugar treat like fruit should be only a small part of bunnies diet, so moderation is important. It has been recommended that fruit is not more than 10% of a bunnies diet. Carrots (also high in sugar) are recommended to be not more then 15% of the diet. For my pets, I try and keep the total of all high-sugar treats to not more then 5%; occasionally days will pass without added sugar. This makes the reward more effective and is better for bunny health. Depending on metabolism and/or proportionate to veggies, you should be limiting the amount of pellets your bunny receives to 1/4 to 1/2 cup pellets per 6 lbs. (2.7 kg) body weight. Part of this daily pellet allowance can be used as a treat, for general behavior, and for training. For the big events requiring high motivation, I use raisins. They keep well and are small enough that I can give as many as 3 daily for really difficult challenges. Your rabbit is very trainable so using a keyword when calling your bunny for a treat can be very rewarding for you both. When calling them, we use the word "quick" followed by their name. You don't need to have a high-sugar treat every time they come on command. Their being unsure if the reward will be high-sugar, providing a pellet or a pet will increase their responsiveness (this is why gambling can be so addictive). Remember, no amount of treat will entice a bunny into a situation that makes them feel threatened. Socialization of the bunny and moderation of the visitors behavior are both important parts of the interaction, and it sounds like you are doing a great job making this part of your process.
83	It varies, but cats and small dogs are generally considered to be old at the age of 7. Larger breed dogs tend to have shorter life spans and are considered to be old when they are approximately 6 years of age. Owners tend to want to think of their pet's age in human terms.
84	When is a human considered to be old? The answer really depends on the individual. The seven year rule is old and inaccurate. There are several other methods that take the life expectancy of dogs into account better, eg one dog-year equals five humans-years for small dogs and seven for bigger dogs. And then there are even some nonlinear metrics in determining a comparable age value. If you and your dog think that he is old, ie he behaves like an old dog, treat him as such. I don't think it is good to treat a juvenile and active dog of high age as if he was a broken senile. Of course you still have to be careful as older dogs, no matter how active they are, will still have age-related problems and are more prone to injury than younger dogs.
85	For male dogs, it doesn't seem to matter. Some behaviours will respond to castration, others won't, no matter the age of the dog: Castration was most effective in altering objectionable urine making, mounting, and roaming. With various types of aggressive behavior, including aggression toward human family members, castration may be effective in decreasing aggression in some dogs, but fewer than a third can be expected to have marked improvement. Age of the dog or duration of the problem behavior does not have value in predicting whether castration will have a beneficial effect. (Neilson et al., 1997) For female dogs, however, it seems that spaying them to early is associated with an increased risk of urinary tract infections: Because earlyage gonadectomy appears to offer more benefits than risks for male dogs, animal shelters can safely gonadectomize male dogs at a young age and veterinary practitioners should consider recommending routine gonadectomy for client-owned male dogs before the traditional age of 6 to 8 months. For female dogs, however, increased urinary incontinence suggests that delaying gonadectomy until at least 3 months of age may be beneficial. (Spain et al., 2004) References Neilson, Jacqueline C., Robert A. Eckstein, and B. L. Hart. "Effects of castration on problem behaviors in male dogs with reference to age and duration of behavior." Journal of the American Veterinary Medical Association 211.2 (1997): 180. Spain, C. Victor, Janet M. Scarlett, and Katherine A. Houpt. "Long-term risks and benefits of early-age gonadectomy in dogs." Journal of the American Veterinary Medical Association 224.3 (2004): 380-387.
86	Dogs are social animals and they always love company. Without company, they want something to do, digging can be one of them. To control this, using a polite way is the best, by distracting him from acting those things. Like if you see your dog digging, distract him by giving him some toys or play with him etc. Giving him more of your company will be better. Losing a mate can be a reason for this behavior.
87	After this allergy season, my vet offered a suggestion to help prevent the reaction. She suggested wiping the dog down after he comes inside. This will help remove the pollen that is clinging to his fur and not give it a chance to irritate the skin. She suggested keeping a spray bottle of a vinegar/water solution near the door and immediately spray him down once he comes in, then pat him dry paper towels to remove the pollen. A clean towel will work too, but you don't want to reuse the same towel as you'll just be rubbing the pollen you removed earlier back onto the dog. I can say this has worked yet since we haven't had an opportunity to try it, but it sounds promising and we plan on doing this next spring.
88	8 years, would be a good average to concider your dog as "old" or "senior" but there are no real fixed age. Just the difference between the races' lifespan makes it easy to understand. Small dogs tend to live between 15 to 20 years as big dogs will live between 12 to 15. The reasons why I say 8 years old is the threshold is because that at about this age that dark dogs will start having gray hair. At that age, the dog's diet should be changed a bit and the adult food should be changed to senior food as per your dog's favorite brand will most likely point out.
89	Generally speaking, you can't control the shedding since it needs to happen. The best preventative measure you can take is to brush/groom the dog regularly to ensure that the old hair is removed. For dogs that get seasonal coats, it is important to groom them more frequently during the times their new coat is coming in. For dogs that continually shed (like your retrievers), it is an on-going thing. However, if you think your dog is shedding more than he should, examining his diet might be helpful as high quality food are important for a health coat. His regular food should consist of high quality proteins. Additionally, you can try to supplement his diet with a fatty acid supplement. They sell DHA pills for dogs, but my vet also suggested just giving him human DHA pills (which are cheaper) and just cutting the dosage. We just cut open the gel caps and squeeze a little on his food for meal times. But before you start giving him supplements because you think something is wrong, it is recommended you have a vet check him out first. And if it is just a matter of keeping the clean house, covering the furniture is the only remedy there.
90	I can't speak specifically for the cat and the bird, but based on my limited knowledge, they should be ok as long as they have sufficient food and water, and access to their respective toilet facilities. The dog however, needs to be managed separately. Food - you should not leave food out all the time for a dog. They need designated feeding times, otherwise they will generally gorge themselves. This is an instinctual behavior as wolves generally could go days between meals so it was necessary to ensure they have adequate energy in case the next kill was many days away. Exercise - unless you have a large house or a very small dog, it is unlikely they will get enough exercise to be left alone for an extended time. They need access to the outside to be able to keep themselves fit and to keep them from being destructive Bathroom - if your dog is paper trained, this is less of a short term concern, but typically, dogs need to relieve themselves frequently. When you are home, you will often put them out right before bedtime and then again first thing in the morning. If you are gone only for a few hours (just overnight) so he will not miss any meals or be forced to wait to "do his business" then you should be able to manage. But if you will be gone longer than 6-8 hours, it might be necessary to bring the dog with you, or have someone check in to let him out and possibly feed him. Depending on the dog, leaving him outdoors might be an option to handle the bathroom problem, but unless he is allowed to roam free in a fenced yard, then it will not solve the exercise issue (and even then I would be uncomfortable leaving a dog outside unchained in only a fenced yard as many dogs are smart enough to figure their way out if they want). And this will not solve the food problem, you'll still need to be back in time to feed him or have someone feed him. But ultimately unless it is an outdoor dog (one that is kept outside all the time), then leaving him alone on his own is not recommended. He will either be barking or will be very uncomfortable and stressed at the forced confinement in an unfamiliar situation. And theft of the animal becomes a concern here as well.
91	I am not going to reiterate the advice given in the answers by @iKlsR and @Ashley. I want to add some more information; this is less of a solution, but more a cautionary tale. This is a tricky question, as there is no real way of predicting the outcome of how a pet will receive the first newborn (or even subsequent newborns) into the family. When my first child was a baby, we bought a Rottweiler, he was a beautiful dog, and well trained in obedience. Our second child was not born for another 6 years (approx) and the dog never accepted the new baby. Our newborn would make little noises and the dog would growl. We had to keep the dog and the baby separated at all times. I could not risk allowing the dog to be near the baby, as the dog made it clear he did not like him. We loved the dog (and the baby) so kept both separated. We then had our third baby about 18 months after the second! Well, needless to say the dog never met this baby. There were then two events which were defining and heart breaking. The dog growled at me, when I went near his food bowl while he was eating. I was the dog's master, I was the pack leader, and had obedience trained him, walked him, bathed him, fed him and loved him! I had specifically trained him to allow me to take food from his mouth! Any food, bone etc and to be able to handle him in any humane manner; as I had seen cases of dogs not allowing owners to touch certain parts of their bodies. He was feeling left out, and as an aging 55 kg Rottweiler he was becoming arthritic and not his happy easy going younger self. One day I was with my little son, a toddler now and we had a iron gate. The dog was on one side of the gate and I with my son on the other. My little boy loved the dog and tried to reach through the bars to pat him. The dog snapped at him. It was an agonizing time and with consultation with the local Veterinarian that I had to make the decision to euthanize my dog. This was the same dog that loved and protected our first baby throughout his life. Now this is a Rottweiler, he weighed the same as I did at that time and the amount of damage he could inflict would be far greater than a pug. Also, they are known to be more aggressive, having said that, I never totally trust any breed of dog outright with children, based on the notion of it being that particular breed. Dogs don't have hands, cannot speak English and communicate (in part) with their mouths; through sound and with their teeth. This is something that should always be remembered when introducing dogs to babies. Dogs are pack animals, and this is one of the leading issues with behaviour problems with dogs (their perception that they are higher ranking members of the packs than their humans). Your dog will have a firm notion of where he fits into his human pack. Some dogs do not accept an infant as part of the pack or a protected pack member (as offspring). Some dogs also become jealous of the attention bestowed on the infant. These two things may sound like they are the same thing, but they are actually subtly different. Bearing these factors in mind I would follow the advice of the other answers and make sure you give your dog plenty of pats and show him how happy you are whenever you walk n the door. Good luck.
92	It is natural for a dog to have a light smell, I wouldn't bathe a dog unless it got dirty. Most dirt can simply be rubbed off the fur by using a dry towel, which I would prefer to bathing. Dogs are waterproof, so as long as you are not using soap there isn't much to worry about. Our Labradors used to jump into every water source available, no matter how cold or smelly. If you need to use soap, be sure to use a soap that is approved to be used on dogs. There are special soaps available in most pet stores or online that don't affect the protective layers on the skin too much.
